Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. throws,Skills,Weaknesses,Resistances,Damage Immunities,Condition Immunities,Senses,Languages,CR,Features,Source
"Skeleton, Giant",Huge,undead,neutral evil,17,115,30 ft.,21,10,20,4,6,6,,,bludgeoning,,poison,"exhaustion, poisoned",Darkvision 60,Giant,7,"Evasion, Magic Resistance, Turn Immunity",Tales from the Yawning Portal
"Skeleton, Minotaur",Large,undead,lawful evil,12,67,40 ft.,18,11,15,6,8,5,,,bludgeoning,,poison,"exhaustion, poisoned",Darkvision 60,Abyssal,2,Charge,Monster Manual
"Skeleton, Warhorse",Large,undead,lawful evil,13,22,60 ft.,18,12,15,2,8,5,,,bludgeoning,,poison,"exhaustion, poisoned",Darkvision 60,,2-Jan,,Monster Manual
Skulk,Medium,humanoid,chaotic neutral,14,18,30 ft.,6,19,10,10,7,1,Con,Stealth,,,radiant,blinded,Darkvision 120,Common,2-Jan,"Fallible Invisibility, Trackless",Mordenkainen's Tome of Foes
Skull Lord,Medium,undead,lawful evil,18,105,30 ft.,14,16,17,16,15,21,,"Athletics, History, Perception, Stealth",,"cold, necrotic, nonmagical",poison,"blinded, charmed, deafened, exhaustion, frightened, poisoned, stunned, unconscious","Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",Any,15,"Legendary Resistance, Master of the Grave, Evasion, Normal Spellcasting",Mordenkainen's Tome of Foes
Slaad Tadpole,Tiny,aberration,chaotic neutral,12,10,30 ft.,7,15,10,3,5,3,,Stealth,,"acid, cold, fire, lightning, thunder",,,Darkvision 60,Own,8-Jan,Magic Resistance,Monster Manual
"Slaad, Blue",Large,aberration,chaotic neutral,15,123,30 ft.,20,15,18,7,7,9,,Perception,,"acid, cold, fire, lightning, thunder",,,Darkvision 60,"Own, telepathy 60",7,"Magic Resistance, Regeneration",Monster Manual
"Slaad, Death",Medium,aberration,chotic evil,18,170,30 ft.,20,15,19,15,10,16,,"Arcana, Perception",,"acid, cold, fire, lightning, thunder",,,"Blindsight 60, darkvision 60","Own, telepathy 60",10,"Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration",Monster Manual
"Slaad, Gray",Medium,aberration,chaotic neutral,18,127,30 ft.,17,17,16,13,8,14,,"Arcana, Perception",,"acid, cold, fire, lightning, thunder",,,"Blindsight 60, darkvision 60","Own, telepathy 60",9,"Shapechanger, Innate Spellcasting, Magic Resistance, Magic Weapons, Regeneration",Monster Manual
"Slaad, Green",Large,aberration,chaotic neutral,16,127,30 ft.,18,15,16,11,8,12,,"Arcana, Perception",,"acid, cold, fire, lightning, thunder",,,"Blindsight 30, darkvision 60","Own, telepathy 60",8,"Shapechanger, Innate Spellcasting, Magic Resistance, Regeneration",Monster Manual
"Slaad, Red",Large,aberration,chaotic neutral,14,93,30 ft.,16,12,16,6,6,7,,Perception,,"acid, cold, fire, lightning, thunder",,,Darkvision 60,"Own, telepathy 60",5,"Magic Resistance, Regeneration",Monster Manual
Slithering Tracker,Medium,ooze,chotic evil,14,32,"30 ft., climb 30 ft., swim 30 ft.",16,19,15,10,14,11,,Stealth,,nonmagical,,"blinded, deafened, exhaustion, grappled, paralyzed, petrified, prone, restrained, unconscious",Blindsight 120,Any,3,"Ambusher, Damage Transfer, False Appearance, Keen Tracker, Liquid Form, Spider Climb, Watery Stealth",Volo's Guide to Monsters
"Sorrowsworn, The Angry",Medium,monstrosity,neutral evil,18,255,30 ft.,17,10,19,8,13,6,,Perception,,darkness,,,Darkvision 60,Common,13,"Two Heads, Rising Anger",Mordenkainen's Tome of Foes
"Sorrowsworn, The Hungry",Medium,monstrosity,neutral evil,17,225,30 ft.,19,10,17,6,11,6,,,,darkness,,,Darkvision 60,Common,11,Life Hunger,Mordenkainen's Tome of Foes
"Sorrowsworn, The Lonely",Medium,monstrosity,neutral evil,16,112,30 ft.,16,12,17,6,11,6,,,,darkness,,,Darkvision 60,Common,9,"Psychic Leech, Thrives on Company",Mordenkainen's Tome of Foes
"Sorrowsworn, The Lost",Medium,monstrosity,neutral evil,15,78,30 ft.,17,12,15,6,7,5,,Athletics,,darkness,,,Darkvision 60,Common,7,,Mordenkainen's Tome of Foes
"Sorrowsworn, The Wretched",Small,monstrosity,neutral evil,15,10,40 ft.,7,12,9,5,6,5,,,,darkness,,,Darkvision 60,,4-Jan,Wretched Pack Tactics,Mordenkainen's Tome of Foes
Spawn of Kyuss,Medium,undead,chotic evil,10,76,30 ft.,16,11,18,5,7,3,Wis,,,,poison,"exhaustion, poisoned",Darkvision 60,Any,5,"Regeneration, Worms",Volo's Guide to Monsters
Specter,Medium,undead,chotic evil,12,22,fly 50 ft.,1,14,11,10,10,11,,,,"acid, cold, fire, lightning, thunder, nonmagical","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious",Darkvision 60,Any,1,"Incorporeal Movement, Sunlight Sensitivity",Monster Manual
"Sphinx, Andro",Large,monstrosity,lawful neutral,17,199,"40 ft., fly 60 ft.",22,10,20,16,18,23,"Dex, Con, Int, Wis","Arcana, Perception, Religion",,,"psychic, nonmagical","charmed, frightened",Truesight 120,"Common, Own",17,"Inscrutable, Magic Weapons, Normal Spellcasting, Lair, Legendary",Monster Manual
"Sphinx, Gyno",Large,monstrosity,lawful neutral,17,136,"40 ft., fly 60 ft.",18,15,16,18,18,18,,"Arcana, History, Perception, Religion",,nonmagical,psychic,"charmed, frightened",Truesight 120,"Common, Own",11,"Inscrutable, Magic Weapons, Normal Spellcasting, Legendary, Lair",Monster Manual
Spore Servant Template,TEMP,plant,unaligned,TEMP,TEMP,TEMP ft.,17,12,16,2,6,1,Temp,TEMP,,,,,TEMP,TEMP,TEMP,,Monster Manual
Sprite,Tiny,fey,neutral good,15,2,"10 ft., fly 40 ft.",3,18,10,14,13,11,,"Perception, Stealth",,,,,,"Common, Elvish, Sylvan",4-Jan,,Monster Manual
Star Spawn Grue,Small,aberration,neutral evil,11,17,30 ft.,6,13,10,9,11,6,,,,,psychic,,Darkvision 60,Deep Speech,4-Jan,Aura of Madness,Mordenkainen's Tome of Foes
Star Spawn Hulk,Large,aberration,chotic evil,16,136,30 ft.,20,8,21,7,12,9,"Dex, Wis",Perception,,nonmagical,,"charmed, frightened",Darkvision 60,Deep Speech,10,Psychic Mirror,Mordenkainen's Tome of Foes
Star Spawn Larva Mage,Medium,aberration,chotic evil,16,168,30 ft.,17,12,23,18,12,16,"Dex, Wis, Cha",Perception,,"cold, nonmagical",psychic,"charmed, frightened, paralyzed, petrified, poisoned, restrained",Darkvision 60,Deep Speech,16,"Innate Spellcasting, Return to Worms, Legendary",Mordenkainen's Tome of Foes
Star Spawn Mangler,Medium,aberration,chotic evil,14,71,"40 ft., climb 40 ft.",8,18,12,11,12,7,"Dex, Con",Stealth,,cold,psychic,"charmed, frightened, prone",Darkvision 60,Deep Speech,5,"Ambusher, Shadow Stealth",Mordenkainen's Tome of Foes
Star Spawn Seer,Medium,aberration,neutral evil,17,153,30 ft.,14,12,18,22,19,16,"Dex, Int, Wis, Cha",Perception,,"cold, nonmagical",psychic,"charmed, frightened",Darkvision 60,"Common, Deep Speech, Undercommon",13,Out-of-Phase Movement,Mordenkainen's Tome of Foes
"Steeder, Female",Large,monstrosity,unaligned,14,30,"30 ft., climb 30 ft.",15,16,14,2,10,3,,"Perception, Stealth",,,,,Darkvision 120,,1,"Spider Climb, Extraordinary Leap",Mordenkainen's Tome of Foes
"Steeder, Male",Medium,monstrosity,unaligned,12,13,"30 ft., climb 30 ft.",15,12,14,2,10,3,,"Stealth, Perception",,,,,Darkvision 120,,4-Jan,"Spider Climb, Extraordinary Leap",Mordenkainen's Tome of Foes
Steel Predator,Large,construct,lawful evil,20,207,40 ft.,24,17,22,4,14,6,,"Perception, Stealth, Survival",,"cold, lightning, necrotic, thunder","poison, psychic, nonmagical","charmed, exhaustion, frightened, paralyzed, petrified, poisoned, stunned","Blindsight 30, darkvision 60","Modron, Any",16,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes
Stirge,Tiny,beast,unaligned,14,2,"10 ft., fly 40 ft.",4,16,11,2,8,6,,,,,,,Darkvision 60,,8-Jan,,Monster Manual
Stone Cursed,Medium,construct,lawful evil,17,19,10 ft.,16,5,14,5,8,7,,,bludgeoning,,poison,"charmed, exhaustion, frightened, petrified, poisoned",,Any,1,"Cunning Opportunist, False Appearance",Mordenkainen's Tome of Foes
Stone Juggernaut,Large,construct,unaligned,15,157,50 ft.,22,1,21,2,11,3,,,,,"poison, nonmagical","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned, prone",Blindsight 120,,12,"Devastating Roll, Immutable Form, Regeneration, Siege Monster",Tomb of Annihilation
Strahd's Animated Armor,Medium,construct,lawful evil,21,112,30 ft.,17,13,16,9,10,9,,Perception,,"cold, fire",poison,"blinded, charmed, deafened, exhaustion, petrified",Blindsight 60,Common,6,,Curse of Strahd
Su-Monster,Medium,monstrosity,chotic evil,12,27,"30 ft., climb 30 ft.",14,15,12,9,13,9,,"Athletics, Perception",,,,,,,1,,Tomb of Annihilation
Succubus/Incubus,Medium,fiend,neutral evil,15,66,"30 ft., fly 60 ft.",8,17,13,15,12,20,,"Deception, Insight, Perception, Persuasion, Stealth",,"cold, fire, lightning, poison, nonmagical",,,Darkvision 60,"Abyssal, Common, Infernal, telepathy 60",4,"Telepathic Bond, Shapechanger",Monster Manual
Sword Wraith Commander,Medium,undead,lawful evil,18,127,30 ft.,18,14,18,11,12,14,,Perception,,"necrotic, nonmagical",poison,"exhaustion, frightened, poisoned, unconscious",Darkvision 60,Any,8,"Martial Fury, Turning Defiance",Mordenkainen's Tome of Foes
Sword Wraith Warrior,Medium,undead,lawful evil,16,45,30 ft.,18,12,17,6,9,10,,,,"necrotic, nonmagical",poison,"exhaustion, frightened, poisoned, unconscious",Darkvision 60,Any,3,Martial Fury,Mordenkainen's Tome of Foes
Tabaxi Hunter,Medium,humanoid (tabaxi),chaotic good,14,40,"30 ft., climb 20 ft.",10,17,11,13,14,15,,"Athletics, Perception, Stealth, Survival",,,,,Darkvision 60,"Common, Any",1,Feline Agility,Tomb of Annihilation
Tabaxi Minstrel,Medium,humanoid (tabaxi),chaotic good,12,22,"30 ft., climb 20 ft.",10,15,11,14,12,16,,"Perception, Performance, Persuasion, Stealth",,,,,Darkvision 60,"COmmon, Any",4-Jan,"Feline Agility, Inspire",Tomb of Annihilation
Tarrasque,Gargantuan,monstrosity,unaligned,25,676,40 ft.,30,11,30,3,11,11,"Int, Wis, Cha",,,,"fire, poison, nonmagical","charmed, frightened, paralyzed, poisoned",Blindsight 120,,30,"Legendary, Magic Resistance, Reflective Carapace, Siege Monster",Monster Manual
Tecuziztecatl,Large,monstrosity,neutral,13,102,"30 ft., climb 30 ft.",17,10,16,15,16,13,,"Deception, Stealth",,nonmagical,acid,,Blindsight 30,"Olman, Primal",4,"Amphibious, Glowing, Flexible, Spider Climb",Tales from the Yawning Portal
Thayan Apprentice,Medium,humanoid (human),NOT GOOD,12,27,30 ft.,10,14,12,15,13,11,,Arcana,,,,,,"Common, Thayan",2,"Doomvault Devotion, Normal Spellcasting",Tales from the Yawning Portal
Thayan Warrior,Medium,humanoid (human),NOT GOOD,16,52,30 ft.,16,13,14,10,11,11,,Perception,,,,,,"Common, Thayan",2,"Doomvault Devotion, Pack Tactics",Tales from the Yawning Portal
Thorn Slinger,Large,plant,unaligned,11,32,10 ft.,13,12,12,1,10,1,,,,,,"blinded, deafened, frightened",Blindsight 60,,2-Jan,"Adhesive Blossoms, False Appearance",Tales from the Yawning Portal
Thorny,Medium,plant,neutral,14,27,30 ft.,13,12,13,2,10,6,,"Perception, Stealth",,"lightning, piercing",,,Darkvision 60,Own,1,"Plant Camouflage, Regeneration",Volo's Guide to Monsters
Thri-Kreen,Medium,humanoid,chaotic neutral,15,33,40 ft.,12,15,13,8,12,7,,"Perception, Stealth, Survival",,,,,Darkvision 60,Own,1,"Chameleon Carapace, Standing Leap",Monster Manual
Tiamat,Gargantuan,fiend,chotic evil,25,615,"60 ft., fly 120 ft.",30,10,30,26,26,28,"Str, Dex, Wis","Arcana, Perception, Religion",,,"acid, cold, fire, lightning, nonmagical","blinded, charmed, deafened, frightened, poisoned, stunned","Darkvision 240, truesight 120","Common, Draconic, Infernal",30,"Discorporation, Innate Spellcasting, Legendary Resistance, Limited Magic immunity, Magic Weapons, Multiple Heads, Regeneration",Rise of Tiamat
Tiny Servant,Tiny,construct,unaligned,15,10,"30 ft., climb 30 ft.",4,16,10,2,10,1,,,,,"poison, psychic","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned",Blindsight 60,,1,,Xanathar's Guide to Everything
Tlincalli,Large,monstrosity,neutral evil,15,85,40 ft.,16,13,16,8,12,8,,"Perception, Stealth, Survival",,,,,Darkvision 60,Own,5,,Volo's Guide to Monsters
Topi,Small,undead,chotic evil,13,13,30 ft.,7,15,12,6,10,5,,,,bludgeoning,poison,poisoned,Darkvision 60,Alive,2-Jan,"Turn Resistance, Undead Fortitude",The Tortle Package
Tortle,Medium,humanoid (tortle),lawful good,17,22,30 ft.,15,10,12,11,13,12,,"Athletics, Survival",,,,,,"Aquan, Common",4-Jan,Hold Breath,Mordenkainen's Tome of Foes
Tortle Druid,Medium,humanoid (tortle),lawful neutral,17,33,30 ft.,14,10,12,11,15,12,,"Animal Handling, Nature, Survival",,,,,,"Aquan, Common",2,"Hold Breath, Normal Spellcasting",Mordenkainen's Tome of Foes
Trapper,Large,monstrosity,unaligned,13,85,"10 ft., climb 10 ft.",17,10,17,2,13,4,,Stealth,,,,,"Blindsight 30, darkvision 60",,3,"False Appearance, Spider Climb",Volo's Guide to Monsters
Treant,Huge,plant,chaotic good,16,138,30 ft.,23,8,21,12,16,12,,,fire,"bludgeoning, piercing",,,,"Common, Druidic, Elvish, Sylvan",9,"False Appearance, Siege Monster",Monster Manual
Tressym,Tiny,beast,chaotic neutral,12,5,"40 ft., climb 30 ft., fly 40 ft.",3,15,10,11,12,12,,"Perception, Stealth",,,poison,poisoned,Darkvision 60,Common,0,"Detect Invisibility, Keen Smell, Poison Sense",Storm King's Thunder
Tri-Flower Frond,Medium,plant,unaligned,10,11,5 ft.,1,10,12,1,10,1,,,,,,"blinded, deafened, exhaustion, prone",Blindsight 30,,2-Jan,,Tomb of Annihilation
Troglodyte,Medium,humanoid,chotic evil,11,13,30 ft.,14,10,14,6,10,6,,Stealth,,,,,Darkvision 60,Own,4-Jan,"Chameleon Skin, Stench, Sunlight Sensitivity",Monster Manual
Troglodyte Champion of Laogzed,Medium,humanoid (troglodyte),chotic evil,14,59,30 ft.,18,12,18,8,12,12,,"Athletics, Intimidation, Stealth",,,,,Darkvision 60,Own,3,"Chameleon Skin, Stench, Sunlight Sensitivity",Out of the Abyss
Troll,Large,giant,chotic evil,15,84,30 ft.,18,13,20,7,9,7,,Perception,,,,,Darkvision 60,Giant,5,"Keen Smell, Regeneration",Monster Manual
"Troll, Dire",Huge,giant,chotic evil,15,172,40 ft.,22,15,21,9,11,5,"Wis, Cha",Perception,,nonmagical,,"frightened, poisoned",Darkvision 60,Giant,13,"Keen Smell, Keen Sight, Regeneration",Mordenkainen's Tome of Foes
"Troll, Rot",Large,giant,chotic evil,16,138,30 ft.,18,13,22,5,8,4,,Perception,,,necrotic,,Darkvision 60,Giant,9,Rancid Degeneration,Mordenkainen's Tome of Foes
"Troll, Spirit",Large,giant,chotic evil,17,97,30 ft.,1,17,13,8,9,16,,Perception,,"acid, cold, fire, lightning, thunder",nonmagical,"exhaustion, grappled, paralyzed, petrified, prone, restrained, unconscious",Darkvision 60,Giant,11,"Incorporeal Movement, Regeneration",Mordenkainen's Tome of Foes
"Troll, Venom",Large,giant,chotic evil,15,94,30 ft.,18,13,20,7,9,7,,Perception,,,poison,poisoned,Darkvision 60,Giant,7,"Keen Smell, Poison Splash, Regeneration",Mordenkainen's Tome of Foes
Umber Hulk,Large,monstrosity,chotic evil,18,93,"30 ft., burrow 20 ft.",20,13,16,9,10,10,,,,,,,Darkvision 120,Own,5,"Confusing Gaze, Tunneler",Monster Manual
Unicorn,Large,celestial,lawful good,12,67,50 ft.,18,14,15,11,17,16,,,,,poison,"charmed, paralyzed, poisoned",Darkvision 60,"Celestial, Elvish, Sylvan, telepathy 60",5,"Legendary, Lair, Charge, Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual
Uthgardt Shaman,Medium,humanoid (human),neutral evil,13,38,30 ft.,14,12,13,10,15,12,,"Medicine, Nature, Perception, Survival",,,,,,"Bothii, COmmon",2,Innate Spellcasting,Storm King's Thunder
Vampire,Medium,undead,lawful evil,16,144,30 ft.,18,18,18,17,15,18,"Dex, Wis, Cha","Perception, Stealth",,"necrotic, nonmagical",,,Darkvision 120,Any,13,"Shapechanger, Legendary, Lair, Misty Escape, Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Sunlight Hypersensitivity, Stake to the Heart",Monster Manual
Vampire Spawn,Medium,undead,neutral evil,15,82,30 ft.,16,16,16,11,10,12,"Dex, Wis","Perception, Stealth",,"necrotic, nonmagical",,,Darkvision 60,Any,5,"Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Stake to the Heart,  Sunlight Hypersensitivity",Monster Manual
Vampiric Mist,Medium,undead,chotic evil,13,30,fly 30 ft.,6,16,16,6,12,7,Wis,,,"acid, cold, lightning, necrotic, thunder, nonmagical",poison,"charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained",Darkvision 60,,3,"Life Sense, Forbiddance, Misty Form, Sunlight Hypersensitivity",Mordenkainen's Tome of Foes
Vargouille,Tiny,fiend,chotic evil,12,13,"5 ft., fly 40 ft.",6,14,14,4,7,2,,,,"cold, fire, lightning",poison,poisoned,Darkvision 60,"Abyssal, Infernal, Any",1,,Volo's Guide to Monsters
Vegepygmy,Small,plant,neutral,13,9,30 ft.,7,14,13,6,11,7,,"Perception, Stealth",,"lightning, piercing",,,Darkvision 60,Own,4-Jan,"Plant Camouflage, Regeneration",Volo's Guide to Monsters
Vegepygmy Chief,Small,plant,neutral,14,33,30 ft.,14,14,14,7,12,9,,"Perception, Stealth",,"lightning, piercing",,,Darkvision 60,Own,2,"Plant Camouflage, Regeneration",Volo's Guide to Monsters
Water Weird,Large,elemental,neutral,13,58,swim 60 ft.,17,16,13,11,10,10,,,,"fire, nonmagical",poison,"exhaustion, grappled, paralyzed, poisoned, restrained, prone, unconscious",Blindsight 30,Aquan,3,"Invisible in Water, Water Bound",Monster Manual
White Maw,Gargantuan,ooze,chaotic neutral,5,217,10 ft.,18,1,20,12,10,3,,,,"acid, cold, fire",poison,"blinded, charmed, deafened, exhaustion, frightened, poisoned, prone",Blindsight 60,Telepathy 50,10,"Amorphous Form, Corrode Metal, False Appearance, Killer Response",Tales from the Yawning Portal
Wight,Medium,undead,neutral evil,14,45,30 ft.,15,14,16,10,13,15,,"Perception, Stealth",,"necrotic, nonmagical",poison,"exhaustion, poisoned",Darkvision 60,Any,3,Sunlight Sensitivity,Monster Manual
Will-O'-Wisp,Tiny,undead,chotic evil,19,22,fly 50 ft.,1,28,10,13,14,11,,,,"acid, cold, fire, necrotic, thunder, nonmagical","lightning, poison","exhaustion, grappled, paralyzed, poisoned, prone, restrained, unconscious",Darkvision 120,Any,2,"Consume Life, Ephemeral, Incorporeal Movement, Variable Illumination",Monster Manual
Wood Woad,Medium,plant,lawful neutral,18,75,"30 ft., climb 30 ft.",18,12,16,10,13,8,,"Athletics, Perception, Stealth",fire,"bludgeoning, piercing",,"charmed, frightened",Darkvision 60,Sylvan,5,"Magic Club, Plant Camouflage, Regeneration, Tree Stride",Volo's Guide to Monsters
Wraith,Medium,undead,neutral evil,13,67,fly 60 ft.,6,16,16,12,14,15,,,,"acid, cold, fire, lightning, thunder, nonmagical, nonsilvered","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained",Darkvision 60,Any,5,"Incorporeal Movement, Sunlight Sensitivity",Monster Manual
Wyvern,Large,dragon,unaligned,13,110,"20 ft., fly 80 ft.",19,1,16,5,12,6,,Perception,,,,,Darkvision 60,,6,,Monster Manual
Xorn,Medium,elemental,neutral,19,73,"20 ft., burrow 20 ft.",17,10,22,11,10,11,,"Perception, Stealth",,nonadamantine,,,"Darkvision 60, tremorsense 60",Terran,5,"Earth Glide, Stone Camouflage, Treasure Sense",Monster Manual
Xvart,Small,humanoid (xvart),chotic evil,13,7,30 ft.,8,14,10,8,7,7,,Stealth,,,,,Darkvision 30,Abyssal,8-Jan,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters
Xvart Speaker,Small,humanoid (xvart),chotic evil,13,7,30 ft.,8,14,10,13,7,7,,Stealth,,,,,Darkvision 30,"Abyssal, Any",8-Jan,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters
Xvart Warlock of Raxivort,Small,humanoid (xvart),chotic evil,12,22,30 ft.,8,14,12,8,11,12,,Stealth,,,,,Darkvision 30,Abyssal,1,"Innate Spellcasting, Normal Spellcasting, Low Cunning, Raxivort's Blessing, Raxivort's Tongue",Volo's Guide to Monsters
Yakfolk Priest,Large,monstrosity,neutral evil,12,52,30 ft.,16,11,15,14,18,14,,"Deception, Medicine, Survival",,,,,,"Common, Yikaria",4,"Normal Spellcasting, Possession",Storm King's Thunder
Yakfolk Warrior,Large,monstrosity,neutral evil,11,60,30 ft.,18,11,15,14,15,14,,"Deception, Survival",,,,,,"Common, Yikaria",3,Possession,Storm King's Thunder
Yellow Musk Creeper,Medium,plant,unaligned,6,60,"5 ft., climb 5 ft.",12,3,12,1,10,3,,,,,,"blinded, deafened, exhaustion, prone",Blindsight 30,,2,"False Appearance, Regeneration",Tomb of Annihilation
Yellow Musk Zombie,Medium,undead,unaligned,9,33,20 ft.,13,9,12,1,6,3,,,,,,"charmed, exhaustion",Blindsight 30,,4-Jan,Undead Fortitude,Tomb of Annihilation
Yeth Hound,Large,fey,neutral evil,14,51,"40 ft., fly 40 ft.",18,17,16,5,12,7,,,,,"nonmagical, nonsilvered","charmed, exhaustion, frightened",Darkvision 60,"Common, Elvish, Sylvan",4,"Keen Hearing, Keen Smell, Sunlight Banishment, Telepathic Bond",Volo's Guide to Monsters
Yeti,Large,monstrosity,chotic evil,12,51,"40 ft., climb 40 ft.",18,13,16,8,12,7,,"Perception, Stealth",,,cold,,Darkvision 60,Own,3,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual
"Yeti, Abominable",Huge,monstrosity,chotic evil,15,137,"40 ft., climb 40 ft.",24,10,22,9,13,9,,"Perception, Stealth",,poison,,,Darkvision 60,Own,9,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual
Yuan-Ti Abomination,Large,monstrosity,neutral evil,15,127,40 ft.,19,16,17,17,15,18,,"Perception, Stealth",,,poison,poisoned,Darkvision 60,"Abyssal, Common, Draconic",7,"Shapechanger, Innate Spellcasting, Magic Resistance",Monster Manual
Yuan-Ti Anathema,Huge,monstrosity (yuan-ti),neutral evil,16,189,"40 ft., climb 30 ft., swim 30 ft.",23,13,19,19,17,20,,"Perception, Stealth",,"acid, fire, lightning",poison,poisoned,"Blindsight 30, darkvision 60","Abyssal, Common, Draconic",12,"Innate Spellcasting, Magic Resistance, Ophidiophobia Aura, Shapechanger, Six Heads",Volo's Guide to Monsters
Yuan-Ti Broodguard,Medium,humanoid (yuan-ti),neutral evil,14,45,30 ft.,15,14,14,6,11,4,"Str, Dex, Wis",Perception,,,poison,poisoned,Darkvision 60,"Abyssal, Common, Draconic",2,"Mental Resistance, Reckless",Volo's Guide to Monsters
Yuan-Ti Malison,Medium,monstrosity,neutral evil,12,66,30 ft.,16,14,13,14,12,16,,"Deception, Stealth",,,poison,poisoned,Darkvision 60,"Abyssal, Common, Draconic",3,"Shapechanger, Innate Spellcasting, Magic Resistance, Malison Type",Monster Manual
Yuan-Ti Mind Whisperer,Medium,monstrosity (yuan-ti),neutral evil,14,71,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth",,,poison,poisoned,Darkvision 120,"Abyssal, Common, Draconic",4,"Shapechanger, Innate Spellcasting, Magic Resistance, Mind Fangs, Normal Spellcasting, Sseth's Blessing",Volo's Guide to Monsters
Yuan-Ti Nightmare Speaker,Medium,monstrosity (yuan-ti),neutral evil,14,71,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth",,,poison,poisoned,Darkvision 120,"Abyssal, Common, Draconic",4,"Shapechanger, Death Fangs, Innate Spellcasting, Magic Resistance, Normal Spellcasting",Volo's Guide to Monsters
Yuan-Ti Pit Master,Medium,monstrosity (yuan-ti),neutral evil,14,88,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth",,,poison,poisoned,Darkvision 120,"Abyssal, Common, Draconic",5,"Shapechanger, Innate Spellcasting, Magic Resistance, Poison's Disciple, Normal Spellcasting",Volo's Guide to Monsters
Yuan-Ti Pureblood,Medium,monstrosity,neutral evil,11,40,30 ft.,11,12,11,13,12,14,,"Deception, Perception, Stealth",,,poison,poisoned,Darkvision 60,"Abyssal, Common, Draconic",1,"Innate Spellcasting, Magic Resistance",Monster Manual
"Yugoloth, Arcana",Medium,fiend,neutral evil,17,104,"30 ft., fly 30 ft.",17,12,14,20,16,17,"Dex, Int, Wis, Cha","Arcana, Deception, Insight, Perception",,"cold, fire, lightning, nonmagical","acid, poison","charmed, poisoned",Truesight 120,"All, telepathy 120",12,"Innate Spellcasting, Magic Resistance, Magic Weapons, Normal Spellcasting",Monster Manual
"Yugoloth, Cano",Medium,fiend (yugoloth),neutral evil,16,120,50 ft.,18,10,17,5,17,12,,"Investigation, Perception",,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"Darkvision 60, truesight 120","Abyssal, Infernal, telepathy 60",8,"Dimensional Lock, Magic Resistance, Magic Weapons, Uncanny Senses",Mordenkainen's Tome of Foes
"Yugoloth, Dhergo",Medium,fiend (yugoloth),neutral evil,15,119,30 ft.,17,10,19,7,10,9,Str,,,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60",7,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes
"Yugoloth, Hydro",Medium,fiend (yugoloth),neutral evil,15,135,"20 ft., swim 40 ft.",12,21,16,19,10,14,,"Insight, Perception",fire,"cold, lightning, nonmagical","acid, poison",poisoned,"Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60",9,"Amphibious, Innate Spellcasting, Magic Resistance, Magic Weapons, Secure Memory, Watery Advantage",Mordenkainen's Tome of Foes
"Yugoloth, Merreno",Medium,fiend (yugoloth),neutral evil,13,40,"30 ft., swim 40 ft.",8,17,10,17,14,11,"Dex, Int","History, Nature, Perception, Survival",,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60",3,"Innate Spellcasting, Magic Resistance, Magic Weapons, Teleport, Lair",Mordenkainen's Tome of Foes
"Yugoloth, Mezzo",Medium,fiend,neutral evil,18,75,40 ft.,18,11,16,7,10,11,,Perception,,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60",5,"Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual
